同僚	 緑:3 青:2 桃:2 紫:1 黒:1 灰:1 白:1
個別	 黒:3 青:2 白:2 紫:1 橙:1 赤:1 灰:1
少年	 青:8 白:2 緑:1
改善	 白:4 赤:2 緑:2 青:1 橙:1 灰:1
"予測"	 黄:3 青:2 白:2 紫:1 茶:1 赤:1 桃:1
同村	 茶:4 緑:4 黄:2 灰:1
死体	 黒:5 灰:4 青:1 橙:1
歌舞伎	 赤:4 白:3 紫:2 緑:2
同期	 青:4 黒:2 白:2 緑:2 茶:1
講演	 白:3 茶:2 橙:2 青:1 紫:1 赤:1 緑:1
船員	 青:5 白:3 紫:1 桃:1 黒:1
合意	 赤:4 青:2 緑:2 橙:1 黒:1 白:1
理論	 青:4 紫:2 白:2 橙:1 灰:1 緑:1
廃刊	 灰:8 青:1 赤:1 橙:1
説得	 白:4 赤:3 青:2 橙:1 灰:1
本館	 青:2 灰:2 黒:2 白:2 茶:1 赤:1 緑:1
国家	 黒:3 茶:2 赤:1 緑:1 青:1 橙:1 灰:1 白:1
川	 青:7 桃:2 橙:1 黒:1
創立	 白:4 黒:3 緑:2 黄:1 灰:1
団	 白:3 赤:2 紫:1 青:1 橙:1 茶:1 灰:1 黒:1
提供	 青:3 白:2 緑:2 紫:1 橙:1 茶:1 桃:1
官僚	 黒:5 灰:3 紫:2 赤:1
タックル	 赤:6 黄:2 紫:1 橙:1 白:1
実業	 青:3 黒:2 白:2 紫:1 茶:1 赤:1 緑:1
海外	 青:5 黄:2 茶:1 黒:1 桃:1 緑:1
給水	 青:8 白:3
公	 緑:4 白:3 青:1 茶:1 黄:1 灰:1
農	 緑:9 赤:1 茶:1
和解	 青:3 緑:3 黄:2 黒:2 白:1
陣営	 青:2 黄:2 黒:2 紫:1 赤:1 緑:1 橙:1 白:1
旧	 黒:3 黄:2 灰:2 紫:1 青:1 茶:1 橙:1
後継	 青:3 黄:3 緑:3 紫:1 赤:1
苦手	 黒:3 紫:2 赤:2 青:1 黄:1 灰:1 桃:1
即時	 青:2 黄:2 白:2 橙:1 赤:1 茶:1 黒:1 緑:1
電話	 黒:7 青:2 紫:1 桃:1
立候補	 青:4 黄:3 赤:2 黒:1 白:1
着物	 紫:4 桃:4 赤:2 白:1
所属	 青:3 黒:2 灰:2 茶:1 赤:1 橙:1 白:1
応援	 赤:4 黄:3 橙:2 白:2
横綱	 紫:3 茶:3 黄:2 橙:1 赤:1 黒:1
活発	 赤:8 黄:2 橙:1
島	 緑:7 茶:4
ドル	 黄:3 黒:3 紫:1 青:1 橙:1 灰:1 緑:1
提起	 赤:4 青:3 黄:1 黒:1 灰:1 白:1
分野	 黄:2 紫:1 赤:1 緑:1 青:1 橙:1 茶:1 黒:1 灰:1 白:1
素材	 青:2 茶:2 白:2 紫:1 橙:1 黄:1 灰:1 緑:1
ショップ	 白:4 橙:2 黄:2 青:1 赤:1 桃:1
品	 白:5 紫:3 赤:1 灰:1 緑:1
民間	 白:4 赤:2 黒:2 青:1 橙:1 緑:1
金利	 黄:8 橙:1 黒:1 灰:1
郊外	 緑:7 茶:2 灰:2
頭	 黒:5 白:2 緑:2 黄:1 灰:1
帰省	 緑:6 白:3 茶:1 黄:1
可決	 青:3 赤:2 灰:2 白:2 黄:1 黒:1
死	 黒:5 灰:3 紫:1 赤:1 白:1
流動	 青:4 白:3 赤:1 茶:1 灰:1 黒:1
本命	 赤:9 茶:1 緑:1
声	 白:3 青:2 赤:2 橙:1 黄:1 桃:1 緑:1
主任	 茶:3 赤:3 青:2 橙:1 黒:1 緑:1
海	 青:11
許認可	 青:3 白:3 黄:2 赤:1 灰:1 緑:1
対決	 赤:5 黒:2 紫:1 橙:1 灰:1 白:1
レース	 白:4 灰:3 青:2 赤:1 黄:1
投下	 赤:4 黒:2 灰:2 青:1 黄:1 緑:1
仲間	 橙:4 緑:3 青:2 黄:2
理念	 青:3 黒:2 白:2 緑:2 赤:1 黄:1
ポイント	 黄:4 赤:3 橙:2 白:1 緑:1
当然	 白:4 赤:2 黄:2 青:1 黒:1 緑:1
供託	 青:3 茶:2 灰:2 白:2 橙:1 黄:1
血液	 赤:11
蹴鞠	 紫:3 橙:2 白:2 茶:1 灰:1 桃:1 黒:1
あいさつ	 青:2 橙:2 黄:2 赤:1 桃:1 緑:1 黒:1 白:1
要因	 紫:2 赤:2 灰:2 黒:2 白:2 緑:1
両者	 黄:3 橙:2 紫:1 桃:1 青:1 黒:1 灰:1 白:1
憲法	 紫:2 茶:2 黒:2 緑:1 青:1 橙:1 黄:1 灰:1
ほか	 灰:3 茶:2 緑:2 青:1 紫:1 黄:1 白:1
マイナス	 赤:5 青:4 黒:1 白:1
"構想"	 白:3 青:2 紫:2 灰:2 緑:2
特徴	 赤:4 緑:2 茶:1 橙:1 黄:1 桃:1 白:1
キーワード	 赤:4 黄:4 青:1 桃:1 白:1
水面	 青:10 茶:1
元気	 黄:4 橙:3 赤:2 緑:2
権	 赤:3 黒:3 青:2 紫:1 灰:1 緑:1
安心	 白:4 緑:2 青:1 赤:1 橙:1 黄:1 桃:1
両親	 白:6 赤:3 青:1 緑:1
遂行	 黒:4 白:2 紫:1 橙:1 灰:1 桃:1 緑:1
Ｕターン	 黄:5 灰:2 青:1 赤:1 白:1 緑:1
専用	 赤:5 青:4 紫:1 緑:1
サウナ	 茶:4 橙:2 白:2 紫:1 赤:1 黄:1
府	 茶:4 黒:2 緑:2 黄:1 桃:1 灰:1
幹事	 青:4 緑:3 橙:1 茶:1 黄:1 白:1
更衣室	 白:3 灰:2 黒:2 青:1 紫:1 黄:1 緑:1
常任	 黒:3 紫:2 茶:2 橙:2 黄:1 緑:1
権限	 赤:3 黒:3 緑:3 茶:1 灰:1
域	 白:4 緑:4 青:2 黒:1
圧力	 赤:6 黒:5
誤り	 赤:4 灰:3 黒:2 青:1 黄:1
ビル	 灰:7 紫:1 青:1 黒:1 白:1
戸籍	 白:4 茶:3 赤:2 青:1 黄:1
東洋	 青:4 茶:2 黄:2 灰:1 黒:1 白:1
医学部	 白:8 黒:2 赤:1
実用	 青:3 白:3 黄:2 紫:1 橙:1 灰:1
ダウン	 黒:6 茶:2 紫:1 青:1 灰:1
制覇	 赤:7 紫:1 黄:1 黒:1 白:1
有機	 緑:5 白:2 橙:1 茶:1 黄:1 灰:1
連覇	 赤:4 青:3 黄:2 橙:1 緑:1
正面	 白:5 黒:2 灰:2 赤:1 緑:1
教会	 白:7 黄:2 桃:1 緑:1
リーグ	 青:3 灰:3 橙:1 茶:1 黄:1 白:1 緑:1
ラック	 灰:4 茶:3 黒:2 赤:1 白:1
多数	 赤:3 青:2 黒:2 緑:2 橙:1 黄:1
帝国	 黒:3 青:2 赤:2 紫:1 茶:1 橙:1 黄:1
校	 白:4 灰:2 紫:1 青:1 赤:1 茶:1 緑:1
観察	 青:3 緑:2 赤:1 桃:1 橙:1 茶:1 灰:1 白:1
男性	 青:7 黒:2 灰:1 白:1
左	 黄:4 緑:4 白:2 茶:1
国務	 灰:3 青:2 赤:2 黄:2 紫:1 黒:1
階級	 紫:3 赤:3 茶:2 青:1 橙:1 白:1
発砲	 黒:5 赤:3 青:1 黄:1 灰:1
歴代	 茶:6 緑:2 紫:1 橙:1 黒:1
創作	 青:3 橙:2 黒:2 黄:1 灰:1 桃:1 白:1
出会い	 桃:5 赤:3 黄:1 白:1 緑:1
インサイダー	 黒:5 灰:3 青:1 茶:1 白:1
朗読	 緑:3 橙:2 白:2 青:1 黄:1 桃:1 灰:1
クラス	 黒:3 青:2 黄:2 白:2 橙:1 緑:1
争い	 赤:6 紫:1 茶:1 黄:1 黒:1 灰:1
自動	 青:3 黒:3 灰:2 橙:1 白:1 緑:1
わて	 白:4 橙:2 茶:2 緑:2 赤:1
継承	 白:3 青:2 紫:1 赤:1 桃:1 緑:1 灰:1 黒:1
静か	 青:7 白:4
栽培	 緑:9 青:1 茶:1
走破	 青:2 橙:2 黄:2 赤:1 桃:1 茶:1 黒:1 白:1
学生	 青:5 黒:2 桃:2 茶:1 白:1
没収	 黒:3 灰:3 青:1 赤:1 黄:1 桃:1 緑:1
観光	 緑:4 白:2 青:1 茶:1 橙:1 黄:1 桃:1
仕組み	 灰:4 黄:2 青:1 赤:1 桃:1 白:1 緑:1
総括	 緑:3 青:2 灰:2 黒:2 橙:1 黄:1
セット	 橙:3 青:2 緑:2 茶:1 黄:1 桃:1 白:1
もち	 白:10 灰:1
終戦	 黒:5 灰:4 青:1 茶:1
移行	 青:4 黄:2 白:2 緑:2 黒:1
終了	 黒:5 青:2 赤:2 茶:1 白:1
焦点	 黒:4 赤:3 青:2 茶:1 黄:1
不安	 灰:6 青:3 紫:1 赤:1
代金	 黄:5 青:1 赤:1 茶:1 橙:1 灰:1 白:1
メーカー	 青:3 灰:3 橙:2 黄:1 黒:1 白:1
データ	 白:3 黄:2 灰:2 紫:1 橙:1 黒:1 緑:1
強制	 赤:4 黒:4 茶:1 黄:1 灰:1
公司	 白:3 黒:2 緑:2 紫:1 赤:1 黄:1 灰:1
補修	 茶:3 灰:2 青:1 橙:1 黄:1 黒:1 白:1 緑:1
運命	 赤:5 紫:2 白:2 青:1 黒:1
軌道	 黒:3 青:2 黄:2 紫:1 橙:1 白:1 緑:1
捜査	 灰:4 黒:3 青:1 赤:1 茶:1 白:1
爆発	 赤:7 黒:2 黄:1 灰:1
配偶	 桃:4 青:2 赤:2 紫:1 黄:1 黒:1
召集	 赤:5 黒:2 青:1 橙:1 灰:1 緑:1
断念	 黒:3 茶:2 赤:2 紫:1 黄:1 灰:1 白:1
当事	 灰:3 橙:2 白:2 紫:1 茶:1 赤:1 黒:1
処理	 灰:4 青:2 黒:2 茶:1 赤:1 緑:1
収集	 茶:2 黒:2 白:2 緑:2 紫:1 橙:1 黄:1
マスト	 白:5 青:2 茶:1 赤:1 黄:1 黒:1
カメラマン	 黒:6 青:1 赤:1 橙:1 灰:1 白:1
市立	 青:3 白:3 橙:2 黄:1 桃:1 緑:1
打撲	 赤:3 青:2 紫:2 茶:1 灰:1 黒:1 緑:1
ダミー	 灰:5 紫:2 黒:2 白:1 緑:1
脱出	 灰:3 紫:2 青:2 赤:2 白:2
協会	 青:3 紫:2 灰:2 赤:1 黄:1 黒:1 白:1
寄付	 青:2 黒:2 白:2 赤:1 桃:1 緑:1 橙:1 黄:1
監督	 黒:6 赤:2 青:1 黄:1 白:1
大戦	 赤:7 黒:2 茶:1 灰:1
対応	 青:3 赤:2 橙:2 黄:2 紫:1 白:1
独身	 白:3 青:2 赤:2 灰:2 黄:1 黒:1
名跡	 茶:4 灰:3 紫:2 黒:2
対抗	 赤:5 灰:2 紫:1 茶:1 黒:1 白:1
氷点下	 白:7 青:3 灰:1
生まれ	 白:6 桃:2 青:1 赤:1 黒:1
委	 青:2 黄:2 桃:2 緑:2 茶:1 灰:1 白:1
デモ	 赤:4 紫:1 桃:1 緑:1 青:1 黄:1 灰:1 黒:1
広告	 黄:4 橙:2 青:1 赤:1 灰:1 黒:1 白:1
前	 青:4 白:3 緑:3 赤:1
協定	 黄:4 青:2 橙:1 灰:1 黒:1 白:1 緑:1
専業	 白:4 青:2 赤:1 黄:1 黒:1 桃:1 緑:1
性格	 橙:2 黒:2 桃:2 白:2 紫:1 赤:1 緑:1
ダンピング	 灰:5 青:2 橙:1 茶:1 黒:1 白:1
公募	 白:3 緑:3 赤:2 茶:1 黒:1 灰:1
グループ	 白:3 橙:2 紫:1 赤:1 桃:1 青:1 黄:1 灰:1
鉄道	 黒:5 灰:4 茶:2
差	 青:5 黄:2 紫:1 赤:1 黒:1 灰:1
末	 茶:4 黒:2 青:1 紫:1 橙:1 灰:1 白:1
退陣	 灰:5 青:2 黒:2 橙:1 白:1
突破	 赤:6 橙:2 白:2 緑:1
オブ	 白:3 青:2 黒:2 橙:1 黄:1 桃:1 灰:1
安定	 白:5 青:3 桃:1 灰:1 緑:1
連絡	 白:3 緑:3 青:2 橙:1 黄:1 灰:1
一体	 黒:3 赤:2 桃:2 白:2 橙:1 灰:1
専門	 青:3 紫:2 白:2 茶:1 赤:1 黒:1 緑:1
わが国	 白:5 紫:2 茶:1 赤:1 黄:1 黒:1
機関	 黒:3 茶:2 灰:2 緑:2 青:1 橙:1
否定	 赤:3 黒:2 緑:2 青:1 紫:1 茶:1 白:1
木造	 茶:8 橙:1 白:1 緑:1
所感	 白:4 緑:2 紫:1 青:1 橙:1 茶:1 黒:1
肩	 橙:4 青:2 茶:1 黄:1 桃:1 黒:1 白:1
姿	 白:5 桃:2 紫:1 茶:1 橙:1 黒:1
裁判	 青:3 黒:3 茶:2 灰:2 紫:1
各種	 青:3 橙:2 白:2 緑:2 紫:1 黄:1
"表明"	 青:2 赤:2 黒:2 白:2 橙:1 黄:1 緑:1
戦	 赤:4 黒:3 緑:3 茶:1
悲願	 赤:3 青:2 橙:2 白:2 黄:1 緑:1
色	 赤:3 白:3 紫:1 橙:1 茶:1 黄:1 黒:1
経由	 黒:3 黄:2 灰:2 緑:2 青:1 茶:1
両党	 紫:3 灰:3 青:2 赤:1 黒:1 緑:1
違法	 赤:4 紫:2 黒:2 橙:1 灰:1 白:1
父	 青:4 黒:4 茶:1 灰:1 白:1
バック	 黒:5 茶:3 紫:1 橙:1 白:1
発電	 赤:3 黄:3 白:2 紫:1 青:1 橙:1
ふもと	 茶:4 緑:4 青:3
発展	 赤:3 白:3 黄:2 青:1 茶:1 桃:1
活躍	 青:2 赤:2 橙:2 黄:2 茶:1 白:1 緑:1
隣	 青:3 橙:2 黒:2 赤:1 黄:1 白:1 緑:1
帰還	 青:6 緑:2 橙:1 桃:1 白:1
出生	 白:4 紫:2 赤:2 桃:2 黒:1
スローガン	 赤:5 白:3 青:1 黄:1 黒:1
保障	 白:8 黒:2 橙:1
帯	 黒:3 紫:2 白:2 緑:2 茶:1 桃:1
プリズン	 紫:2 黒:2 灰:2 青:1 赤:1 茶:1 桃:1 白:1
配慮	 赤:2 青:2 白:2 緑:1 橙:1 茶:1 黄:1 灰:1
内外	 白:5 灰:3 黒:2 紫:1
回顧	 紫:2 黒:2 灰:2 白:2 青:1 黄:1 桃:1
強豪	 赤:3 紫:2 青:2 橙:1 黄:1 黒:1 白:1
復帰	 赤:3 黄:2 桃:2 白:2 青:1 緑:1
だれ	 黒:4 茶:3 灰:3 黄:1
熱心	 赤:9 茶:1 白:1
党	 黒:5 紫:2 赤:1 橙:1 白:1 緑:1
冬型	 白:7 青:2 黄:1 灰:1
与野党	 灰:4 黒:3 紫:1 茶:1 黄:1 白:1
保健	 白:5 橙:2 緑:2 黄:1 桃:1
会談	 白:3 茶:2 黒:2 青:1 赤:1 灰:1 緑:1
戦略	 灰:3 青:2 黒:2 赤:1 茶:1 黄:1 緑:1
発売	 青:5 白:2 赤:1 黄:1 桃:1 緑:1
物	 茶:4 橙:2 赤:1 黄:1 黒:1 灰:1 白:1
ローン	 灰:5 緑:2 青:1 紫:1 赤:1 黄:1
満席	 赤:4 黒:4 黄:1 桃:1 緑:1
名誉	 白:4 黄:3 紫:1 赤:1 橙:1 黒:1
植民	 緑:5 黄:2 黒:2 茶:1 灰:1
歌	 青:3 白:3 赤:2 紫:1 黒:1 桃:1
分権	 紫:2 緑:2 灰:2 赤:1 茶:1 黄:1 黒:1 白:1
展覧	 緑:3 赤:2 黄:2 白:2 橙:1 黒:1
半々	 灰:5 紫:2 白:2 青:1 緑:1
熱湯	 赤:9 白:2
起用	 青:3 黄:3 赤:2 白:2 橙:1
兵器	 黒:5 灰:2 青:1 赤:1 橙:1 黄:1
了承	 青:4 黄:2 白:2 赤:1 桃:1 緑:1
ガラス	 青:5 白:4 黄:1 灰:1
プログラム	 白:4 緑:3 青:2 黒:1 灰:1
椿	 赤:5 緑:4 桃:1 白:1
ビジネス	 黒:3 青:2 紫:1 赤:1 茶:1 黄:1 白:1 緑:1
対象	 青:5 灰:2 橙:1 黄:1 桃:1 白:1
争点	 赤:7 橙:2 黒:2
行為	 灰:4 赤:3 白:2 黒:1 緑:1
リーダー	 赤:5 青:2 紫:1 黄:1 桃:1 黒:1
"機構"	 黄:4 赤:2 黒:2 青:1 茶:1 橙:1
防止	 赤:3 黒:3 黄:2 青:1 茶:1 灰:1
小屋	 茶:9 灰:1 黒:1
権力	 黒:7 赤:1 黄:1 灰:1 緑:1
成長	 青:5 茶:2 紫:1 赤:1 黒:1 緑:1
上限	 赤:5 青:3 紫:2 黄:1
ゴンドラ	 茶:3 橙:2 黒:2 青:1 赤:1 黄:1 緑:1
編集	 黒:3 青:2 白:2 赤:1 茶:1 桃:1 緑:1
誌	 白:8 灰:2 茶:1
文化	 茶:3 紫:2 青:1 橙:1 赤:1 灰:1 白:1 緑:1
解消	 白:3 青:2 黄:2 赤:1 橙:1 黒:1 緑:1
きっかけ	 黄:3 青:2 橙:2 赤:1 桃:1 白:1 緑:1
事前	 紫:2 茶:2 桃:2 白:2 青:1 黄:1 緑:1
決着	 赤:4 黒:3 黄:2 紫:1 白:1
冠	 黄:8 緑:2 紫:1
感動	 赤:3 橙:2 黄:2 桃:2 白:2
"構築"	 黄:3 黒:3 青:2 緑:2 紫:1
印刷	 白:3 青:2 黒:2 灰:2 緑:2
機	 黒:4 灰:2 青:1 赤:1 茶:1 黄:1 白:1
要素	 青:3 灰:3 緑:2 茶:1 黄:1 黒:1
普及	 白:4 青:2 橙:1 黄:1 桃:1 灰:1 緑:1
雪崩	 白:8 紫:1 灰:1 黒:1
監察	 灰:4 黒:2 緑:2 赤:1 茶:1 黄:1
自然	 緑:10 赤:1
到着	 茶:3 青:2 白:2 緑:2 赤:1 黒:1
被爆	 黒:7 灰:3 赤:1
保護	 白:3 青:2 緑:2 赤:1 茶:1 黄:1 桃:1
外交	 青:2 紫:2 赤:2 緑:2 黒:1 灰:1 白:1
ヒット	 青:4 赤:2 黄:2 橙:1 白:1 緑:1
かたち	 白:5 灰:2 黒:2 黄:1 桃:1
減量	 青:4 赤:2 黄:2 灰:1 桃:1 白:1
原子	 青:4 黒:3 白:2 赤:1 黄:1
理解	 白:3 青:2 赤:2 紫:1 橙:1 黒:1 緑:1
頂点	 白:4 赤:3 茶:2 青:1 黄:1
高級	 白:3 黄:2 紫:1 青:1 橙:1 黒:1 桃:1 緑:1
成立	 青:3 赤:3 緑:2 紫:1 桃:1 黒:1
押し	 黄:4 赤:3 青:2 黒:1 白:1
職	 緑:3 赤:2 茶:2 黄:1 黒:1 灰:1 白:1
路上	 灰:7 赤:1 茶:1 黒:1 緑:1
インタビュー	 赤:2 青:2 黄:2 紫:1 桃:1 緑:1 橙:1 白:1
ラン	 紫:2 赤:2 白:2 桃:1 緑:1 青:1 橙:1 灰:1
巨額	 黒:4 赤:3 灰:2 橙:1 黄:1
子ども	 黄:3 赤:2 桃:2 白:2 青:1 茶:1
わずか	 茶:3 赤:2 白:2 黒:1 灰:1 桃:1 緑:1
対話	 橙:4 白:2 青:1 赤:1 黄:1 灰:1 緑:1
難色	 灰:4 紫:2 黒:2 青:1 橙:1 黄:1
地位	 紫:4 黒:2 青:1 赤:1 茶:1 白:1 緑:1
ＨＬＡ	 白:3 赤:2 灰:2 茶:1 黄:1 黒:1 緑:1
集団	 黒:3 橙:2 緑:2 紫:1 青:1 茶:1 赤:1
手順	 緑:4 灰:2 黒:2 青:1 黄:1 白:1
県道	 灰:4 茶:3 青:2 桃:1 黒:1
合間	 白:3 緑:3 灰:2 橙:1 黄:1 黒:1
石	 灰:8 青:1 橙:1 白:1
越境	 灰:3 橙:2 緑:2 紫:1 黄:1 黒:1 白:1
事件	 黒:6 灰:3 青:1 紫:1
精度	 白:5 青:2 灰:2 紫:1 緑:1
ページ	 白:5 青:3 灰:2 橙:1
飛行機	 白:8 青:3
底	 黒:5 茶:2 灰:2 赤:1 黄:1
決済	 赤:5 青:2 紫:1 橙:1 黒:1 緑:1
政策	 青:3 灰:3 黒:3 黄:1 白:1
連れ	 青:3 黄:2 桃:2 緑:2 赤:1 黒:1
ごみ	 灰:6 黒:3 茶:1 橙:1
同社	 白:4 青:3 紫:1 黄:1 桃:1 黒:1
ショッピング	 青:3 白:3 黄:2 桃:1 黒:1 緑:1
タイムズ	 紫:2 赤:2 黄:2 灰:2 緑:2 茶:1
開発	 青:3 赤:2 茶:2 白:2 紫:1 灰:1
執行	 黒:3 赤:2 灰:2 緑:2 青:1 紫:1
自治	 白:3 黒:2 緑:2 紫:1 赤:1 茶:1 灰:1
人道	 緑:4 茶:2 黄:2 青:1 赤:1 桃:1
値上げ	 赤:6 黄:2 茶:1 橙:1 白:1
相手	 白:3 青:2 赤:2 茶:1 黄:1 黒:1 緑:1
全般	 黒:3 白:3 灰:2 緑:2 青:1
直接	 白:3 青:2 灰:2 紫:1 赤:1 茶:1 黒:1
逃亡	 灰:3 赤:2 黒:2 紫:1 青:1 茶:1 黄:1
上下	 青:3 黒:2 白:2 紫:1 赤:1 茶:1 緑:1
パスポート	 赤:4 青:3 黄:2 緑:2
調整	 青:3 黄:2 白:2 緑:2 橙:1 茶:1
スタート	 白:4 黄:3 赤:2 青:1 紫:1
意欲	 橙:6 赤:3 黄:2
女子	 桃:6 赤:5
自覚	 白:3 青:2 緑:2 橙:1 灰:1 黒:1 桃:1
模索	 灰:5 白:2 青:1 紫:1 黄:1 緑:1
排除	 黒:4 灰:3 赤:2 紫:1 青:1
項目	 黒:3 白:3 黄:2 青:1 灰:1 緑:1
格付け	 赤:4 黄:3 青:1 桃:1 黒:1 灰:1
国境	 赤:3 茶:3 橙:1 黄:1 灰:1 黒:1 緑:1
分	 白:3 青:2 黄:2 黒:2 赤:1 橙:1
部品	 青:2 茶:2 灰:2 白:2 橙:1 黄:1 黒:1
応募	 赤:3 黄:3 白:3 緑:2
星空	 青:4 黄:3 黒:3 緑:1
買い物	 桃:3 橙:2 黒:2 緑:2 紫:1 黄:1
役所	 灰:4 青:2 白:2 茶:1 黄:1 桃:1
署員	 青:4 黒:2 茶:1 赤:1 灰:1 白:1 緑:1
死亡	 黒:8 灰:3
順守	 青:5 緑:2 紫:1 黄:1 黒:1 白:1
充電	 赤:3 黄:3 緑:2 橙:1 桃:1 白:1
意識	 青:3 黄:3 白:3 橙:1 灰:1
運用	 黒:2 白:2 赤:1 緑:1 青:1 茶:1 橙:1 黄:1 灰:1
毎月	 青:5 白:4 橙:1 赤:1
系	 白:4 青:2 茶:2 緑:2 黄:1
保存	 灰:4 青:2 橙:1 赤:1 黄:1 黒:1 白:1
同一	 白:4 橙:2 青:1 紫:1 茶:1 赤:1 黄:1
口調	 白:3 赤:2 黄:2 紫:1 青:1 橙:1 灰:1
見込み	 黄:6 赤:2 茶:1 灰:1 緑:1
ＣＡＴＶ	 青:2 赤:2 橙:2 灰:2 茶:1 黄:1 白:1
ケタ	 青:2 黄:2 白:2 赤:1 緑:1 橙:1 黒:1 灰:1
彼ら	 青:6 黒:2 茶:1 黄:1 緑:1
総裁	 青:4 黒:2 紫:1 橙:1 赤:1 黄:1 白:1
出産	 赤:4 桃:4 橙:2 白:1
ライバル	 赤:7 黄:2 青:1 白:1
ＳＨ	 黄:3 黒:2 紫:1 赤:1 緑:1 青:1 灰:1 白:1
作成	 黄:3 白:3 黒:2 青:1 茶:1 緑:1
行革	 赤:3 青:2 黄:2 緑:2 茶:1 黒:1
検討	 灰:4 白:2 青:1 赤:1 黄:1 黒:1 緑:1
交代	 青:4 茶:3 桃:2 黄:1 灰:1
空洞	 白:4 灰:3 茶:2 黒:2
官房	 黒:4 灰:3 紫:1 青:1 赤:1 茶:1
声明	 橙:3 黄:2 白:2 青:1 赤:1 桃:1 黒:1
マーキュリー	 青:7 茶:2 赤:1 緑:1
"マラソン"	 青:3 黄:2 灰:2 茶:1 赤:1 黒:1 白:1
放置	 灰:5 紫:2 赤:1 茶:1 黄:1 黒:1
オオカミ	 茶:6 白:3 黄:1 灰:1
攻め	 赤:6 紫:2 青:1 黒:1 白:1
運営	 緑:4 赤:3 青:2 黄:1 白:1
育児	 桃:4 紫:2 黄:2 青:1 橙:1 白:1
内	 桃:3 黒:3 白:3 橙:1 緑:1
運び	 灰:4 緑:4 青:2 茶:1
ファミリー	 黄:4 橙:2 緑:2 紫:1 青:1 桃:1
提出	 緑:3 青:2 橙:2 赤:2 黒:1 白:1
棋士	 茶:3 青:2 橙:2 赤:1 黄:1 灰:1 白:1
タウン	 灰:3 緑:3 青:2 茶:2 黒:1
討議	 赤:4 灰:3 黒:2 紫:1 橙:1
オーバー	 赤:7 紫:1 黄:1 黒:1 白:1
発足	 青:3 黄:3 白:3 橙:1 黒:1
情勢	 青:3 赤:2 白:2 紫:1 黄:1 灰:1 緑:1
位置	 黒:4 青:3 橙:1 赤:1 桃:1 緑:1
確保	 黒:3 青:2 緑:2 紫:1 橙:1 黄:1 白:1
偽造	 黒:3 灰:3 紫:2 赤:2 黄:1
懸案	 赤:3 黄:3 橙:2 青:1 灰:1 白:1
家計	 黄:5 緑:2 赤:1 黒:1 桃:1 白:1
賛同	 青:3 赤:2 黄:2 橙:1 灰:1 白:1 緑:1
繰り返し	 青:4 黄:2 緑:2 紫:1 赤:1 黒:1
ドラマ	 青:2 灰:2 紫:1 桃:1 緑:1 茶:1 橙:1 黒:1 白:1
家事	 橙:2 茶:2 赤:2 桃:2 緑:2 白:1
グラウンド	 茶:5 緑:3 黒:1 桃:1 白:1
象嵌	 黒:3 灰:3 白:2 紫:1 茶:1 黄:1
ＳＯ	 緑:4 青:2 赤:1 橙:1 黒:1 灰:1 白:1
蔵	 灰:5 黒:3 茶:2 白:1
支部	 灰:4 青:2 緑:2 桃:1 黒:1 白:1
愛好	 桃:7 赤:2 黄:1 白:1
原因	 黒:3 青:2 赤:2 灰:2 茶:1 黄:1
衣類	 白:3 青:2 黄:2 紫:1 茶:1 橙:1 桃:1
"予約"	 青:4 黄:2 桃:2 紫:1 黒:1 緑:1
公開	 白:7 赤:2 橙:1 桃:1
