同僚	 緑:3 青:2 桃:2 紫:1 黒:1 灰:1 白:1
上映	 青:3 白:3 黒:2 橙:1 灰:1 緑:1
ＣＭ	 青:3 黄:3 白:2 紫:1 桃:1 緑:1
整備	 灰:4 青:3 紫:2 黒:1 緑:1
勝敗	 赤:4 白:4 茶:1 桃:1 灰:1
市町村	 茶:2 黒:2 白:2 緑:2 赤:1 橙:1 灰:1
マッチ	 赤:9 青:1 茶:1
報道	 灰:6 青:2 赤:1 黒:1 緑:1
開き	 青:3 緑:2 紫:1 赤:1 黄:1 桃:1 黒:1 白:1
座	 茶:3 黄:2 紫:1 青:1 赤:1 黒:1 灰:1 緑:1
抜群	 青:3 黄:3 紫:1 赤:1 橙:1 黒:1 緑:1
中高年	 灰:4 茶:3 黒:2 橙:1 緑:1
いす	 茶:6 青:1 赤:1 灰:1 白:1 緑:1
海上	 青:10 黒:1
腰	 茶:3 白:3 橙:2 黄:1 桃:1 黒:1
克服	 青:2 黄:2 黒:2 白:2 赤:1 茶:1 緑:1
ジャーナリスト	 灰:5 青:2 茶:1 黒:1 白:1 緑:1
簡単	 白:6 橙:1 茶:1 黒:1 桃:1 緑:1
ガード	 黒:3 青:2 灰:2 紫:1 赤:1 黄:1 緑:1
作曲	 白:4 黒:2 灰:2 青:1 茶:1 黄:1
諸国	 緑:2 橙:2 桃:1 青:1 茶:1 黄:1 灰:1 黒:1 白:1
駅伝	 青:4 白:3 緑:2 赤:1 黄:1
向上	 赤:4 黄:2 青:1 紫:1 桃:1 白:1 緑:1
観測	 青:4 黒:4 白:2 黄:1
結合	 黒:2 白:2 紫:1 青:1 茶:1 黄:1 灰:1 桃:1 緑:1
雰囲気	 桃:3 青:2 茶:2 黄:2 白:2
相当	 赤:3 青:2 緑:1 茶:1 黄:1 黒:1 灰:1 白:1
サル	 茶:9 赤:2
ジャンプ	 青:3 黄:3 白:2 赤:1 橙:1 緑:1
深刻	 紫:3 赤:2 灰:2 黒:2 青:1 茶:1
増収	 黒:3 赤:2 紫:1 青:1 茶:1 黄:1 灰:1 白:1
請求	 青:6 赤:3 黒:1 白:1
反対	 青:3 赤:2 黒:2 紫:1 桃:1 灰:1 白:1
リスク	 赤:3 黄:3 灰:3 黒:2
中部	 緑:3 青:2 赤:1 桃:1 茶:1 橙:1 黄:1 白:1
高校	 青:5 緑:2 紫:1 茶:1 赤:1 桃:1
公演	 青:3 黒:2 白:2 茶:1 橙:1 赤:1 黄:1
一流	 青:4 紫:3 黒:2 橙:1 黄:1
部分	 黒:3 青:2 黄:2 白:2 紫:1 橙:1
号	 黒:4 白:3 赤:2 青:1 黄:1
賞金	 黄:6 青:2 赤:2 白:1
塔	 茶:4 灰:3 青:1 橙:1 黒:1 白:1
核	 赤:3 灰:3 黒:2 紫:1 橙:1 白:1
視点	 白:3 緑:3 青:2 橙:1 赤:1 黒:1
雲	 白:9 青:1 灰:1
町	 橙:4 茶:2 白:2 青:1 灰:1 緑:1
仲介	 白:4 黄:2 青:1 赤:1 橙:1 灰:1 緑:1
関心	 橙:4 赤:3 桃:2 青:1 黄:1
歓声	 黄:7 橙:2 青:1 桃:1
鉄	 黒:8 茶:2 灰:1
詳細	 灰:3 青:2 橙:2 白:2 紫:1 茶:1
進行	 青:5 白:3 紫:1 橙:1 灰:1
結集	 紫:2 桃:2 緑:2 赤:1 青:1 茶:1 黄:1 白:1
臨時	 黄:5 赤:2 青:1 橙:1 灰:1 緑:1
気	 黄:6 青:2 白:2 紫:1
圏	 緑:2 青:2 橙:2 紫:1 赤:1 茶:1 黄:1 白:1
視	 青:4 白:2 紫:1 赤:1 茶:1 黒:1 緑:1
想像	 紫:2 橙:2 灰:2 桃:1 緑:1 青:1 黄:1 白:1
退職	 灰:3 青:2 赤:2 紫:1 茶:1 黒:1 白:1
抑制	 青:2 紫:2 赤:2 黄:2 黒:2 茶:1
失敗	 黒:7 赤:2 灰:2
自由	 白:5 青:3 茶:1 橙:1 桃:1
実施	 青:3 黒:2 白:2 緑:2 紫:1 桃:1
トランペット	 黄:7 白:2 青:1 黒:1
相談	 青:4 灰:2 茶:1 橙:1 赤:1 黒:1 白:1
懇談	 橙:2 茶:2 桃:2 緑:2 赤:1 黒:1 灰:1
同様	 赤:2 黒:2 白:2 青:1 黄:1 桃:1 灰:1 緑:1
教委	 灰:3 青:2 茶:2 紫:1 赤:1 黒:1 白:1
籍	 茶:3 赤:2 桃:1 緑:1 橙:1 灰:1 黒:1 白:1
昇進	 青:4 赤:3 橙:2 黄:1 桃:1
縁	 緑:6 赤:2 桃:2 橙:1
メンバー	 灰:3 青:2 橙:2 白:2 黄:1 桃:1
廃棄	 灰:7 茶:2 黒:1 白:1
陛下	 紫:4 白:3 黒:2 青:1 黄:1
半導体	 灰:4 青:2 黒:2 黄:1 白:1 緑:1
民主	 茶:3 白:3 青:1 赤:1 橙:1 黄:1 緑:1
名所	 緑:4 桃:3 白:2 橙:1 茶:1
微妙	 灰:5 青:1 赤:1 茶:1 黄:1 桃:1 緑:1
実力	 赤:4 黄:2 黒:2 青:1 茶:1 緑:1
批准	 白:3 青:2 緑:1 茶:1 橙:1 黄:1 黒:1 灰:1
社会	 灰:4 青:2 緑:2 紫:1 茶:1 黒:1
付き	 茶:3 青:2 黄:2 緑:2 赤:1 桃:1
資源	 緑:5 青:2 黄:2 灰:2
離婚	 黒:4 灰:3 赤:2 紫:1 青:1
適切	 青:3 緑:3 赤:2 白:2 橙:1
ウイング	 白:7 青:3 黒:1
競争	 赤:4 黄:3 白:2 橙:1 灰:1
長官	 黒:3 緑:2 紫:1 赤:1 茶:1 黄:1 灰:1 白:1
施策	 青:3 茶:2 黄:2 赤:1 橙:1 灰:1 白:1
店長	 青:4 白:4 赤:2 橙:1
警告	 赤:11
ＤＲＡＭ	 青:2 黄:2 灰:2 白:2 緑:2 黒:1
奪回	 赤:3 紫:2 黒:2 青:1 茶:1 黄:1 白:1
勝手	 赤:6 紫:1 茶:1 黄:1 黒:1 緑:1
勧誘	 青:2 紫:2 灰:2 緑:2 赤:1 黒:1 白:1
区別	 白:3 灰:2 黒:2 茶:1 橙:1 赤:1 緑:1
ねじれ	 灰:7 青:1 紫:1 橙:1 緑:1
感情	 赤:5 白:2 橙:1 黄:1 黒:1 緑:1
士	 茶:7 灰:2 黒:1 白:1
検察	 黒:4 白:3 紫:1 茶:1 赤:1 緑:1
晴れ着	 桃:5 赤:2 青:1 紫:1 橙:1 茶:1
飾り	 赤:3 黄:3 橙:2 茶:1 白:1 緑:1
譲歩	 黄:3 赤:2 灰:2 緑:2 青:1 茶:1
母	 桃:4 緑:2 青:1 赤:1 橙:1 黄:1 白:1
長女	 桃:5 赤:3 紫:1 茶:1 白:1
商売	 橙:3 青:2 緑:2 紫:1 茶:1 黄:1 白:1
対外	 黄:3 赤:2 橙:2 青:1 灰:1 白:1 緑:1
展示	 青:3 紫:1 赤:1 桃:1 緑:1 橙:1 黄:1 灰:1 白:1
"表現"	 白:3 緑:2 紫:1 桃:1 橙:1 黄:1 黒:1 灰:1
自ら	 白:4 青:3 橙:1 黒:1 灰:1 緑:1
都心	 青:4 赤:3 灰:2 黒:1 白:1
ゴルフ	 緑:9 黄:1 白:1
兄	 青:6 緑:2 桃:1 黒:1 白:1
詰め	 黄:3 赤:2 黒:2 青:1 茶:1 橙:1 緑:1
兼	 茶:4 黄:2 白:2 青:1 赤:1 緑:1
延べ	 青:3 茶:2 白:2 緑:2 紫:1 赤:1
捜索	 黄:3 青:2 橙:2 赤:1 黒:1 灰:1 桃:1
分裂	 灰:2 黒:2 青:1 赤:1 橙:1 黄:1 桃:1 白:1 緑:1
銃	 黒:10 灰:1
妊娠	 桃:6 赤:4 白:1
海軍	 青:11
ショック	 赤:3 灰:3 青:2 橙:1 黄:1 黒:1
家宅	 白:5 黄:2 青:1 赤:1 茶:1 緑:1
骨折	 灰:4 白:3 青:1 紫:1 茶:1 黒:1
実家	 茶:3 緑:3 紫:1 青:1 橙:1 桃:1 白:1
規定	 青:3 黒:3 茶:2 赤:2 緑:1
世論	 灰:3 青:2 茶:2 紫:1 黄:1 黒:1 白:1
異常	 赤:7 黄:2 紫:1 茶:1
原爆	 灰:5 赤:2 青:1 茶:1 黒:1 緑:1
通行	 青:3 緑:3 白:2 紫:1 赤:1 桃:1
所有	 茶:2 黄:2 白:2 緑:2 紫:1 赤:1 橙:1
進攻	 赤:5 黒:2 紫:1 青:1 黄:1 緑:1
記念	 赤:3 黄:3 紫:2 青:1 白:1 緑:1
条約	 茶:3 黒:3 青:2 赤:1 灰:1 白:1
明言	 白:3 橙:2 紫:1 赤:1 緑:1 青:1 黄:1 黒:1
プライム	 緑:3 青:2 黄:2 桃:2 白:2
模様	 緑:2 茶:2 白:2 紫:1 桃:1 青:1 橙:1 黒:1
妹	 桃:7 青:1 黄:1 黒:1 灰:1
投票	 緑:4 黄:2 灰:2 青:1 紫:1 白:1
水深	 青:8 緑:3
事務	 黒:6 白:3 青:1 緑:1
道路	 灰:7 茶:1 桃:1 黒:1 白:1
郵便	 赤:9 青:1 白:1
新婦	 桃:5 白:3 橙:2 赤:1
"予算"	 赤:3 灰:3 黄:2 黒:1 白:1 緑:1
カバー	 白:4 灰:3 青:2 橙:1 緑:1
紹介	 桃:4 黄:2 白:2 青:1 茶:1 緑:1
兵士	 灰:5 緑:4 茶:2
命令	 赤:4 黒:2 緑:2 紫:1 黄:1 白:1
見解	 青:4 緑:4 白:2 茶:1
神経	 赤:2 青:2 白:2 紫:1 緑:1 橙:1 黄:1 灰:1
努力	 赤:5 緑:2 青:1 橙:1 茶:1 桃:1
結成	 白:3 青:2 赤:2 緑:2 橙:1 黒:1
行き	 黄:3 緑:3 青:1 茶:1 橙:1 黒:1 白:1
答え	 白:3 青:2 灰:2 紫:1 赤:1 橙:1 黄:1
商店	 灰:3 橙:2 茶:2 青:1 赤:1 白:1 緑:1
データベース	 灰:4 橙:2 白:2 青:1 黒:1 緑:1
ブロック	 茶:4 灰:4 青:2 黄:1
駅	 灰:4 茶:3 黒:2 白:1 緑:1
開会	 白:5 黄:3 桃:2 緑:1
改定	 赤:2 緑:2 茶:2 橙:1 黄:1 黒:1 灰:1 白:1
中心	 白:3 赤:2 黒:2 橙:1 黄:1 桃:1 灰:1
結論	 青:2 赤:2 黄:2 茶:1 橙:1 灰:1 黒:1 緑:1
原油	 黒:7 橙:2 茶:1 灰:1
演出	 紫:2 赤:2 茶:2 黄:2 白:2 青:1
当選	 赤:10 黄:1
評価	 青:3 黄:3 白:3 赤:1 灰:1
合成	 赤:3 紫:2 灰:2 茶:1 橙:1 黄:1 黒:1
東南	 青:3 橙:3 白:2 茶:1 黄:1 緑:1
態勢	 青:3 紫:2 赤:2 黒:2 茶:1 灰:1
ケース	 白:6 灰:2 紫:1 青:1 桃:1
下山	 茶:3 緑:3 白:2 青:1 黄:1 灰:1
訓練	 緑:3 青:2 白:2 橙:1 茶:1 赤:1 黄:1
複数	 青:3 黄:2 紫:1 赤:1 桃:1 橙:1 茶:1 黒:1
画廊	 茶:2 橙:2 白:2 紫:1 緑:1 青:1 黄:1 灰:1
はじめ	 白:8 茶:2 緑:1
水準	 青:6 白:2 橙:1 灰:1 緑:1
外務	 灰:2 黒:2 白:2 紫:1 赤:1 橙:1 茶:1 黄:1
特殊	 赤:4 紫:3 橙:1 黒:1 白:1 緑:1
熱	 赤:9 橙:2
総額	 青:3 赤:3 黄:3 黒:1 緑:1
岳	 緑:5 茶:4 灰:2
空爆	 黒:5 赤:4 灰:1 緑:1
人気	 赤:6 青:2 紫:1 黄:1 緑:1
方向	 青:3 白:3 紫:2 黄:1 黒:1 灰:1
式	 白:5 黒:3 紫:1 青:1 赤:1
健康	 緑:5 桃:3 白:2 青:1
紛争	 灰:5 赤:3 紫:1 茶:1 黒:1
反撃	 赤:5 黄:2 灰:2 黒:2
図	 青:3 黒:2 緑:2 橙:1 黄:1 灰:1 白:1
エース	 赤:7 茶:1 橙:1 灰:1 白:1
二男	 白:4 青:3 緑:2 紫:1 黒:1
キューブ	 白:3 赤:2 灰:2 青:1 橙:1 黄:1 黒:1
介助	 白:4 灰:3 紫:1 橙:1 黄:1 緑:1
性	 桃:8 灰:2 黒:1
シンジケート	 白:5 黒:2 紫:1 青:1 赤:1 橙:1
サービス	 青:3 黄:2 白:2 赤:1 橙:1 桃:1 緑:1
減収	 赤:3 青:2 茶:2 灰:2 桃:1 黒:1
西側	 黄:4 青:2 橙:2 白:2 赤:1
校長	 茶:6 紫:2 赤:1 白:1 緑:1
現職	 青:3 橙:2 緑:2 紫:1 灰:1 黒:1 白:1
主婦	 桃:5 橙:3 黒:1 灰:1 白:1
残土	 茶:9 灰:1 黒:1
米軍	 青:4 赤:2 黒:2 灰:2 白:1
耳	 桃:3 赤:2 茶:2 黄:2 橙:1 白:1
調子	 黄:4 赤:2 桃:2 緑:2 橙:1
創造	 青:2 橙:2 白:2 緑:2 紫:1 桃:1 黒:1
報	 赤:3 黄:2 白:2 紫:1 灰:1 黒:1 緑:1
装置	 灰:5 青:3 紫:2 黒:1
辞任	 黒:4 紫:2 赤:2 茶:1 灰:1 緑:1
飛行	 青:8 白:2 黒:1
宴会	 赤:5 桃:3 黄:2 橙:1
提案	 青:2 黄:2 白:2 緑:2 紫:1 赤:1 黒:1
プレー	 青:2 橙:2 赤:2 桃:2 白:2 黄:1
逆襲	 赤:4 黄:2 黒:2 紫:1 茶:1 橙:1
祭り	 赤:5 青:1 紫:1 橙:1 黄:1 白:1 緑:1
順	 青:3 黄:3 白:2 茶:1 黒:1 桃:1
脱水	 青:6 灰:2 白:2 赤:1
不況	 赤:4 灰:4 黒:2 青:1
吊るし	 茶:3 白:3 青:1 紫:1 橙:1 灰:1 黒:1
ストレス	 赤:4 灰:4 黒:3
人口	 白:4 赤:2 紫:1 青:1 黄:1 黒:1 緑:1
共存	 青:3 桃:3 緑:3 黄:1 灰:1
造成	 灰:4 橙:2 茶:2 紫:1 青:1 緑:1
サンプル	 白:4 青:2 黄:2 茶:1 赤:1 灰:1
別	 緑:3 赤:2 紫:1 青:1 橙:1 黄:1 灰:1 白:1
質	 青:3 白:2 茶:1 橙:1 黄:1 灰:1 黒:1 桃:1
同率	 赤:3 白:3 黒:2 青:1 黄:1 灰:1
規制	 黄:4 茶:2 緑:2 青:1 赤:1 灰:1
はがき	 白:11
スタッフ	 白:6 青:2 緑:2 黒:1
赤字	 赤:11
議会	 白:3 赤:2 灰:2 緑:2 紫:1 茶:1
司令	 紫:3 白:3 赤:2 青:1 茶:1 黒:1
時代	 灰:5 緑:2 青:1 茶:1 橙:1 白:1
秘密	 赤:3 灰:3 黒:2 橙:1 桃:1 白:1
者	 青:4 茶:3 赤:1 桃:1 灰:1 白:1
機会	 白:4 黄:3 赤:1 橙:1 桃:1 緑:1
戦術	 緑:3 青:2 紫:1 赤:1 黄:1 黒:1 灰:1 白:1
平均	 白:3 緑:3 青:2 茶:2 黄:1
フル	 赤:6 青:1 黄:1 黒:1 白:1 緑:1
サイクリング	 青:4 緑:4 白:2 灰:1
趣向	 橙:3 緑:3 青:1 茶:1 黄:1 黒:1 桃:1
撤廃	 灰:4 黒:3 茶:2 青:1 緑:1
ＯＢ	 灰:3 黒:2 緑:2 青:1 赤:1 茶:1 黄:1
野良黒	 黒:9 青:2
スケジュール	 青:3 白:3 茶:2 橙:1 赤:1 灰:1
外資	 黄:5 灰:2 青:1 茶:1 橙:1 黒:1
省	 白:4 赤:2 橙:2 青:1 黒:1 緑:1
相場	 橙:2 黒:2 灰:2 赤:1 桃:1 茶:1 黄:1 白:1
党籍	 紫:2 赤:2 黒:2 灰:2 橙:1 白:1 緑:1
外郭	 青:2 黒:2 白:2 緑:2 赤:1 黄:1 灰:1
編	 赤:3 白:3 黒:2 紫:1 茶:1 緑:1
化合	 白:5 黄:2 青:1 橙:1 灰:1 緑:1
女性	 赤:6 桃:5
電機	 黄:6 青:2 茶:1 灰:1 黒:1
大変	 赤:3 黄:3 紫:2 青:1 橙:1 黒:1
合宿	 緑:2 白:2 紫:1 赤:1 桃:1 青:1 茶:1 黄:1 黒:1
撮影	 青:4 白:2 紫:1 橙:1 灰:1 桃:1 緑:1
"十分"	 橙:3 赤:2 黒:2 白:2 青:1 黄:1
セミナー	 青:3 緑:3 黄:2 桃:2 白:1
冷却	 青:9 赤:1 白:1
炎	 赤:9 橙:1 緑:1
神宮	 赤:4 茶:3 紫:2 青:1 白:1
アクセス	 青:2 赤:2 白:2 紫:1 橙:1 黄:1 黒:1 緑:1
あばずれ	 桃:4 紫:2 灰:2 橙:1 赤:1 黒:1
苦情	 黒:5 赤:2 茶:1 黄:1 灰:1 緑:1
観戦	 緑:4 赤:2 青:1 黄:1 黒:1 桃:1 白:1
例	 黒:3 青:2 橙:2 白:2 赤:1 灰:1
線	 黒:4 白:4 青:1 赤:1 緑:1
撤回	 灰:4 黒:4 青:1 茶:1 赤:1
学院	 青:5 赤:1 灰:1 桃:1 黒:1 白:1 緑:1
レイプ	 黒:5 赤:2 灰:2 黄:1 白:1
女優	 桃:6 赤:4 茶:1
相撲	 茶:6 白:2 紫:1 灰:1 黒:1
職業	 白:3 黒:2 灰:2 緑:2 紫:1 青:1
成績	 白:3 赤:2 黒:2 青:1 茶:1 橙:1 緑:1
再燃	 赤:7 紫:1 橙:1 黒:1 桃:1
同県	 緑:3 青:2 黒:2 橙:1 茶:1 黄:1 白:1
公務	 青:4 灰:3 茶:2 白:1 緑:1
戦車	 緑:6 茶:2 灰:2 黒:1
撤収	 黒:3 灰:3 白:3 茶:1 赤:1
売り込み	 赤:4 橙:2 黄:2 青:1 黒:1 緑:1
アルデヒド	 灰:5 青:2 紫:1 茶:1 橙:1 黒:1
挑戦	 赤:6 青:2 灰:2 桃:1
スターズ	 黄:6 青:3 赤:1 白:1
堂	 茶:6 黄:2 青:1 橙:1 桃:1
名	 白:4 青:3 赤:3 黒:1
千畳敷	 緑:5 茶:4 黄:1 灰:1
リベラル	 白:3 紫:2 赤:2 緑:2 青:1 黄:1
迫力	 赤:5 青:1 橙:1 黒:1 灰:1 白:1 緑:1
走り	 青:4 白:2 茶:1 赤:1 橙:1 桃:1 緑:1
未遂	 灰:4 黒:3 橙:2 青:1 白:1
縮小	 灰:4 青:2 白:2 赤:1 橙:1 黄:1
ネットワーク	 青:4 赤:2 白:2 橙:1 黄:1 緑:1
注文	 赤:3 黄:2 灰:2 白:2 青:1 橙:1
壁	 灰:5 茶:3 白:2 赤:1
着	 茶:3 緑:3 黒:2 青:1 橙:1 白:1
急速	 赤:3 青:2 白:2 紫:1 橙:1 黄:1 緑:1
円安	 赤:6 青:2 灰:2 紫:1
博物	 灰:4 茶:2 白:2 青:1 桃:1 緑:1
達成	 青:3 赤:3 橙:2 黄:2 黒:1
意義	 黄:3 黒:3 青:1 赤:1 灰:1 白:1 緑:1
犬	 茶:4 白:3 黒:2 青:1 橙:1
不透明	 灰:10 白:1
長男	 青:5 赤:2 桃:1 黒:1 白:1 緑:1
破壊	 赤:5 黒:3 灰:2 紫:1
クラブ	 紫:2 黄:2 黒:2 桃:2 青:1 茶:1 白:1
情熱	 赤:10 黄:1
軽	 黄:6 白:2 青:1 灰:1 桃:1
点差	 赤:3 黒:3 青:2 橙:1 黄:1 白:1
滑り	 白:4 灰:3 青:2 橙:1 黄:1
デザイン	 白:3 青:2 赤:2 橙:2 桃:1 緑:1
開店	 青:4 白:2 茶:1 黄:1 灰:1 桃:1 緑:1
大社	 白:3 茶:2 緑:2 青:1 紫:1 赤:1 桃:1
カード	 白:4 青:2 赤:2 黒:2 黄:1
競技	 青:5 橙:2 白:2 赤:1 緑:1
守備	 青:3 緑:3 茶:2 黄:1 灰:1 白:1
王国	 黄:3 白:3 黒:2 青:1 赤:1 緑:1
国民	 青:3 黒:2 白:2 緑:2 赤:1 灰:1
ゲリラ	 黒:4 茶:3 緑:2 赤:1 橙:1
商品	 白:4 青:2 紫:1 赤:1 黄:1 灰:1 緑:1
次	 青:2 黄:2 灰:2 白:2 緑:2 黒:1
シフト	 青:2 黄:2 白:2 紫:1 赤:1 緑:1 黒:1 灰:1
支援	 緑:3 青:2 黄:2 白:2 茶:1 赤:1
尊重	 白:4 青:2 紫:1 茶:1 赤:1 橙:1 黄:1
冷戦	 青:4 灰:4 黒:2 赤:1
積雪	 白:9 青:1 灰:1
法人	 白:6 灰:2 紫:1 黒:1 緑:1
転換	 黄:3 青:2 紫:2 茶:1 灰:1 黒:1 緑:1
"ソロ"	 青:4 白:3 黄:2 黒:1 桃:1
器	 白:5 茶:2 青:1 橙:1 赤:1 黒:1
同調	 青:3 黄:3 桃:2 橙:1 茶:1 緑:1
価値	 黄:5 赤:3 白:2 青:1
攻防	 赤:3 黒:3 黄:2 橙:1 灰:1 緑:1
水	 青:8 紫:1 茶:1 黒:1
ヨット	 青:6 白:3 紫:1 黒:1
取り	 青:3 赤:2 茶:2 白:2 橙:1 灰:1
誕生	 白:4 赤:3 青:1 茶:1 黄:1 桃:1
場	 茶:4 紫:2 橙:1 黄:1 灰:1 白:1 緑:1
地震	 茶:3 黒:3 青:1 橙:1 桃:1 灰:1 白:1
労働	 灰:3 青:2 白:2 紫:1 茶:1 橙:1 緑:1
ポジション	 青:3 白:3 赤:1 橙:1 黄:1 黒:1 緑:1
攻略	 青:4 赤:4 黄:2 橙:1
洗練	 白:7 青:3 黒:1
意見	 青:6 茶:1 赤:1 黄:1 灰:1 緑:1
オンライン	 橙:3 赤:3 青:2 黒:1 白:1 緑:1
なだれ	 白:5 赤:3 黒:2 灰:1
箱	 茶:5 白:2 青:1 赤:1 黄:1 黒:1
スポークスマン	 青:4 橙:2 緑:2 赤:1 灰:1 白:1
確認	 緑:2 黄:2 黒:2 赤:1 青:1 橙:1 茶:1 灰:1
軍団	 赤:2 黄:2 黒:2 灰:2 青:1 茶:1 緑:1
デビュー	 桃:3 白:3 青:1 赤:1 橙:1 黄:1 灰:1
交流	 緑:4 白:2 茶:1 赤:1 橙:1 黄:1 桃:1
鉄筋	 灰:4 黒:3 青:1 紫:1 茶:1 黄:1
参拝	 赤:4 白:3 青:1 橙:1 桃:1 黒:1
画面	 青:3 黒:3 灰:2 白:2 橙:1
確定	 赤:4 白:2 橙:1 茶:1 黒:1 桃:1 緑:1
体重	 青:3 赤:3 桃:2 茶:1 黄:1 灰:1
日報	 白:4 黒:2 灰:2 茶:1 赤:1 黄:1
開港	 青:7 茶:1 赤:1 白:1 緑:1
完了	 青:4 黒:2 白:2 紫:1 赤:1 茶:1
離党	 紫:3 黄:3 灰:3 青:1 桃:1
駐	 黄:4 灰:2 緑:2 青:1 黒:1 白:1
藏	 黒:4 灰:2 紫:1 赤:1 茶:1 黄:1 白:1
参院	 青:3 紫:2 橙:2 茶:2 緑:2
立場	 茶:3 橙:2 黄:2 赤:1 桃:1 灰:1 黒:1
設立	 青:4 白:3 赤:1 橙:1 黒:1 緑:1
推薦	 青:6 赤:2 紫:1 茶:1 橙:1
促進	 青:3 赤:2 茶:1 橙:1 灰:1 桃:1 黒:1 白:1
傾向	 青:2 黄:2 黒:2 白:2 赤:1 橙:1 緑:1
妥協	 茶:3 青:2 黄:2 灰:2 紫:1 赤:1
計	 青:2 黄:2 白:2 赤:1 緑:1 橙:1 黒:1 灰:1
ナンバー	 白:7 緑:3 橙:1
フェミ	 桃:7 赤:1 黄:1 灰:1 緑:1
ヘリ	 灰:5 青:3 白:2 黄:1
ベテラン	 紫:3 青:2 黒:2 赤:1 茶:1 黄:1 灰:1
上昇	 青:6 赤:2 黄:1 黒:1 白:1
故郷	 緑:4 橙:2 茶:2 桃:2 灰:1
歴	 茶:4 黒:3 白:2 黄:1 灰:1
たくさん	 白:3 橙:2 桃:2 青:1 赤:1 黄:1 黒:1
画家	 赤:2 紫:1 桃:1 緑:1 青:1 茶:1 橙:1 黒:1 灰:1 白:1
確信	 青:3 黄:3 黒:3 白:1 緑:1
物質	 黒:3 青:2 茶:2 赤:1 黄:1 灰:1 白:1
法案	 茶:2 黄:2 灰:2 黒:2 白:2 橙:1
差別	 灰:5 黄:2 紫:1 青:1 赤:1 白:1
氏族	 緑:3 青:2 茶:2 黄:2 黒:2
ふろ	 青:3 白:3 橙:2 茶:1 赤:1 桃:1
企画	 青:4 白:3 黄:2 灰:1 緑:1
科学	 青:5 赤:2 灰:2 黄:1 緑:1
運行	 青:4 黄:2 白:2 茶:1 灰:1 桃:1
関与	 灰:4 赤:3 黒:2 黄:1 緑:1
外国	 緑:4 青:2 橙:2 紫:1 茶:1 黄:1
結束	 赤:3 青:2 黄:2 橙:1 茶:1 黒:1 緑:1
設置	 青:2 紫:2 黒:2 茶:1 黄:1 灰:1 白:1 緑:1
許可	 青:4 赤:1 緑:1 橙:1 黄:1 灰:1 黒:1 白:1
呼び掛け	 青:4 黄:3 橙:1 赤:1 黒:1 緑:1
玄関	 茶:4 黒:2 橙:1 黄:1 灰:1 白:1 緑:1
行方	 灰:6 赤:2 青:1 黄:1 緑:1
紙幣	 灰:5 茶:3 桃:2 橙:1
紙	 白:8 灰:2 茶:1
話題	 橙:3 白:3 青:1 赤:1 黄:1 灰:1 緑:1
音声	 黒:2 紫:1 赤:1 桃:1 青:1 茶:1 橙:1 黄:1 灰:1 白:1
左翼	 赤:3 灰:3 茶:2 青:1 黒:1 白:1
白人	 白:9 黄:1 緑:1
登記	 灰:3 黒:2 白:2 青:1 茶:1 橙:1 黄:1
地方	 茶:4 緑:4 灰:2 黄:1
報告	 赤:3 黄:2 白:2 緑:2 青:1 桃:1
電力	 黄:6 青:1 橙:1 茶:1 灰:1 白:1
現象	 青:4 灰:2 緑:2 茶:1 橙:1 黄:1
冒陳	 灰:4 青:2 紫:1 茶:1 黒:1 白:1 緑:1
満室	 赤:10 紫:1
自主	 青:2 灰:2 紫:1 赤:1 緑:1 茶:1 黄:1 黒:1 白:1
夢	 桃:4 青:3 黄:3 紫:1
